id,time
4,0.01192474365234375
9,0.010077714920043945
14,0.00932621955871582
19,0.010838747024536133
24,0.009383678436279297
29,0.008884191513061523
34,0.010704517364501953
39,0.00875711441040039
44,0.011138916015625
49,0.009277582168579102
54,0.011329174041748047
59,0.010296344757080078
64,0.011097192764282227
69,0.010015249252319336
74,0.012286186218261719
79,0.008143186569213867
84,0.008412837982177734
89,0.00825953483581543
94,0.01460719108581543
99,0.015246391296386719
104,0.01057744026184082
109,0.009608268737792969
114,0.008508920669555664
119,0.01032400131225586
124,0.008731365203857422
129,0.01032400131225586
134,0.008141756057739258
139,0.008544206619262695
144,0.008224964141845703
149,0.008849143981933594
154,0.008437633514404297
159,0.00853419303894043
164,0.00988316535949707
169,0.01920771598815918
174,0.012626171112060547
179,0.013147115707397461
184,0.011336088180541992
189,0.01240849494934082
194,0.016709089279174805
199,0.013023614883422852
204,0.012287616729736328
209,0.01287531852722168
214,0.011582612991333008
219,0.008646249771118164
224,0.008980751037597656
229,0.00817251205444336
234,0.009200334548950195
239,0.008118629455566406
244,0.008320093154907227
249,0.008010387420654297
254,0.00895237922668457
259,0.008432388305664062
264,0.008684396743774414
269,0.00826716423034668
274,0.009614706039428711
279,0.011073589324951172
284,0.008222341537475586
289,0.009389638900756836
294,0.009840965270996094
299,0.008689403533935547
304,0.013573884963989258
309,0.01095438003540039
314,0.014267921447753906
319,0.023386716842651367
324,0.010692119598388672
329,0.012260198593139648
334,0.010977745056152344
339,0.010772466659545898
344,0.013284921646118164
349,0.010040760040283203
354,0.008254051208496094
359,0.010485649108886719
364,0.009604215621948242
369,0.017781972885131836
374,0.010050058364868164
379,0.009766817092895508
384,0.009943723678588867
389,0.009547948837280273
394,0.009616851806640625
399,0.011694908142089844
404,0.016575098037719727
409,0.01298975944519043
414,0.013493537902832031
419,0.011590957641601562
424,0.009536504745483398
429,0.011377573013305664
434,0.010365486145019531
439,0.008599996566772461
444,0.011494874954223633
449,0.011801719665527344
454,0.020033836364746094
459,0.009183168411254883
464,0.014076709747314453
469,0.018351078033447266
474,0.014513492584228516
479,0.014387845993041992
484,0.013388633728027344
489,0.013637542724609375
494,0.011618614196777344
499,0.010534048080444336
504,0.01818084716796875
509,0.009220123291015625
514,0.008209943771362305
519,0.008870840072631836
524,0.008295059204101562
529,0.015360832214355469
534,0.012627124786376953
539,0.01594400405883789
544,0.012338399887084961
549,0.008934497833251953
554,0.010043859481811523
559,0.008621931076049805
564,0.013034820556640625
569,0.013048648834228516
574,0.011609315872192383
579,0.008829116821289062
584,0.009030580520629883
589,0.008585453033447266
594,0.010262012481689453
599,0.0087890625
604,0.008647918701171875
609,0.009182214736938477
614,0.009067535400390625
619,0.014574527740478516
624,0.008797168731689453
629,0.00910806655883789
634,0.009315252304077148
639,0.008150577545166016
644,0.009389400482177734
649,0.009781360626220703
654,0.009982109069824219
659,0.009011507034301758
664,0.009815692901611328
669,0.011067390441894531
674,0.009144306182861328
679,0.009799003601074219
684,0.008011341094970703
689,0.009908437728881836
694,0.008097648620605469
699,0.008459091186523438
704,0.00863957405090332
709,0.010755062103271484
714,0.00952005386352539
719,0.011007070541381836
724,0.009073495864868164
729,0.009839057922363281
734,0.008512496948242188
739,0.008608102798461914
744,0.008061647415161133
749,0.013130426406860352
754,0.007970094680786133
759,0.009859561920166016
764,0.00852346420288086
769,0.008026361465454102
774,0.008340597152709961
779,0.009755373001098633
784,0.009282827377319336
789,0.008274316787719727
794,0.009311676025390625
799,0.008506059646606445
804,0.010239601135253906
809,0.010410785675048828
814,0.010562896728515625
819,0.010808467864990234
824,0.009674787521362305
829,0.009403705596923828
834,0.009953975677490234
839,0.008731842041015625
844,0.009109973907470703
849,0.008555889129638672
854,0.009871244430541992
859,0.009457588195800781
864,0.010144472122192383
869,0.009243965148925781
874,0.0103912353515625
879,0.01015329360961914
884,0.009271860122680664
889,0.009070396423339844
894,0.009211540222167969
899,0.00899648666381836
904,0.00964665412902832
909,0.00895071029663086
914,0.00932621955871582
919,0.008529901504516602
924,0.010187864303588867
929,0.012085437774658203
934,0.008927106857299805
939,0.01015472412109375
944,0.00870060920715332
949,0.009688377380371094
954,0.00919961929321289
959,0.009336709976196289
964,0.009354829788208008
969,0.008844375610351562
974,0.010416507720947266
979,0.012519598007202148
984,0.008676290512084961
989,0.010245323181152344
994,0.00854945182800293
999,0.009481668472290039
